num,smiles,logBB,BBB+/BBB-,predictions
1515,CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,,BBB+,12.680744753333324
1516,CCCCCC(=O)CC[C@]1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,,BBB+,-3.108416827
1517,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,BBB+,1.1879070390285706
1518,CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,,BBB+,-2.564784487
1519,CCCCCC(N)C(O)(c1ccccc1)c1ccccc1,,BBB+,6.6603227439999975
1520,CCCCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,,BBB-,19.035227829999993
1521,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,BBB+,6.225241506386668
1522,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,,BBB+,-5.86193801
1523,CCCCCCC(C)NN,,BBB+,1.1307764859000005
1524,CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,,BBB-,42.25107698999998
1525,CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,,BBB+,1.940449739
1526,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,,BBB+,1.960602939
1527,CCCCCCCCCC1(C)OCC(COC(N)=O)O1,,BBB+,8.075771385600001
1528,CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(OCc5ccccc5)c5c4[C@@]2(CCN3C)[C@H]1O5,,BBB+,4.127889528839999
1529,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,,BBB+,9.613947535919994
1530,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,BBB+,7.415385142919998
1531,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,,BBB+,6.230738934999998
1532,CCCCCCCCCNc1ncnc2[nH]ccc12,,BBB+,6.506835073999997
1533,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,BBB+,6.395799724
1534,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,,BBB+,0.42945575299999994
1535,CCCCCCOc1nsnc1C1=CCCN(C)C1,,BBB+,10.735066326999997
1536,CCCCCCSc1nsnc1C1=CCCN(C)C1,,BBB+,8.920530669999998
1537,CCCCCNCC(N)=O,,BBB+,7.810944837399998
1538,CCCCCN[C@@]12C=CC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,,BBB+,12.273701411999989
1539,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,,BBB-,5.709740620533337
1540,CCCCCn1ccc(=O)c(O)c1C,,BBB+,6.602095616999998
1541,CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,,BBB+,12.231728197000006
1542,CCCCN=C(c1cc(Cl)ccc1O)c1ccccc1Cl,,BBB+,3.6430794780000015
1543,CCCCNC(=O)OCC(C)(CCC)COC(N)=O,,BBB+,6.218546372300002
1544,CCCCNCC1COc2cccc(OCC)c2O1,,BBB+,10.246078349999998
1545,CCCCNCC1COc2ccccc2O1,,BBB+,5.111667481000005
1546,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,,BBB+,17.35134193
1547,CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC,,BBB+,17.90590107
1548,CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,BBB+,2.702982543833333
1549,CCCCOC(=O)C(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,BBB+,2.702982543833333
1550,CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,,BBB+,13.748555659999996
1551,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,,BBB+,12.994394465299996
1552,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,,BBB-,0.246497509
1553,CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,,BBB+,2.3239551329599992
1554,CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,,BBB-,23.85848967
1555,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,,BBB+,17.07862122
1556,CCCCn1ccc(=O)c(O)c1C,,BBB+,7.9353112133333275
1557,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,,BBB+,3.3928838659600005
1558,CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1,,BBB+,7.8279883599999955
1559,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,,BBB+,8.091494
1560,CCCN(c1ccncc1)n1ccc2ccccc21,,BBB+,9.127915758999999
1561,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,,BBB+,10.419154879999997
1562,CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,,BBB+,6.421640459999997
1563,CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,,BBB+,13.847711139999987
1564,CCCNC(=O)N1CC(c2ccccc2)OC1=O,,BBB+,5.857775941
1565,CCCNC(=O)c1ccc2c(c1)N([C@@H](C)CN1CCCC1)c1ccccc1S2,,BBB+,6.895978107999997
1566,CCCNC(=O)c1ccc2c(c1)N([C@H](C)CN1CCCC1)c1ccccc1S2,,BBB+,6.895978107999997
1567,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,,BBB-,12.774871039999988
1568,CCCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,,BBB+,5.967002976599998
1569,CCCOC(=O)c1cncn1C(C)c1ccccc1,,BBB+,11.455757369999999
1570,CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,,BBB+,15.28391657291999
1571,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,,BBB-,18.54666875
1572,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,,BBB-,17.413190340000007
1573,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)C4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1,,BBB+,11.96347704
1574,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,BBB+,3.7324907878733358
1575,CCC[C@@](C)(O)[C@H]1CC23C=CC1(OC)[C@H]1Oc4c(OC(C)=O)ccc5c4C12CCN(C)C3C5,,BBB+,10.101804658879999
1576,CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C,,BBB+,2.645849041999999
1577,CCCl,,BBB+,-0.061036216
1578,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,,BBB+,17.55964642999999
1579,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,,BBB+,15.229894335260006
1580,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,,BBB+,17.001951492959993
1581,CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N2)O4,,BBB-,32.10481386629334
1582,CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,,BBB+,19.444130850000004
1583,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,BBB+,7.740004097000001
1584,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,BBB+,7.6580326869999995
1585,CCN(CC)C(=O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@H]1C(=O)N(CC)CC,,BBB+,-0.199284647
1586,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,,BBB+,10.523715743333334
1587,CCN(CC)C(=O)c1cccnc1,,BBB+,8.017522542999993
1588,CCN(CC)C(C)=NN=Cc1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,,BBB-,33.49916674296002
1589,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,,BBB+,5.641981542000002
1590,CCN(CC)C/C=C1/c2ccccc2Nc2cc(Cl)ccc21,,BBB+,3.950876918000002
1591,CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,BBB+,11.885046320960003
1592,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,BBB+,9.979173630959998
1593,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,,BBB+,17.994412679999993
1594,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,,BBB+,2.9922497589600012
1595,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,,BBB+,7.312035148999996
1596,CCN(CC)CCN1c2ccccc2Sc2ccccc21,,BBB+,6.858432349000001
1597,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,,BBB+,4.978401744000004
1598,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,,BBB+,15.378982219999996
1599,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,,BBB+,11.235538123999994
1600,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC,,BBB+,1.7098153629999997
1601,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,,BBB+,17.364064979999995
1602,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,,BBB+,11.461186096666664
1603,CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,,BBB+,-1.265186584
1604,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,,BBB+,19.01089699999999
1605,CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,BBB+,8.371257727000001
1606,CCN(CC)c1ccc(NC(=O)c2ccccc2N)c(C)c1,,BBB+,7.1558902179999935
1607,CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4,,BBB-,33.81225218629335
1608,CCN1C(=O)NC(c2ccccc2)C1=O,,BBB+,9.321466173333336
1609,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,,BBB+,8.711578691
1610,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,,BBB+,7.444128641999999
1611,CCN1CCCC1CNC(=O)c1cc(C(C)=O)ccc1OC,,BBB+,13.435950029999997
1612,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,,BBB+,14.926826309999994
1613,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,,BBB+,15.641436387999997
1614,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,,BBB+,9.477270138
1615,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,,BBB+,6.55017602
1616,CCN1CCc2[nH]c3cc(F)c4scc(C)c4c3c2C1,,BBB+,8.177239023999999
1617,CCN=C1NC(=O)C(c2ccccc2)O1,,BBB+,8.978926921666671
1618,CCN=C1Nc2ccc(Cl)cc2C(c2ccccc2)S1,,BBB+,4.0736873980000015
1619,CCNC(=O)/C=C/c1cccc(Br)c1,,BBB+,6.575165246000001
1620,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,BBB+,7.058581889999999
1621,CCNC1(c2ccccc2)CCCCC1,,BBB+,1.6422045929999982
1622,CCNC1(c2cccs2)CCCCC1=O,,BBB+,5.7964180060000015
1623,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,,BBB+,6.895537719999998
1624,CCNCC(O)c1cccc(O)c1,,BBB-,8.637297066
1625,CCNCc1c(CSC)cnc(C)c1O,,BBB+,13.043646769999995
1626,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,,BBB-,31.160885483333317
1627,CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,,BBB+,4.529007092000003
1628,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,,BBB-,12.914926372960002
1629,CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,,BBB+,13.584856796666665
1630,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,,BBB+,5.608067155000006
1631,CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,,BBB+,10.301176059999994
1632,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,,BBB+,12.312919573999995
1633,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,,BBB-,9.703270970299998
1634,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,,BBB+,12.472060377999997
1635,CCOC(=O)C[C@@H](O)C[C@@H](O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,,BBB+,9.397417781839994
1636,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,,BBB+,2.014748084
1637,CCOC(=O)N(Cc1ccccc1)C1CC1,,BBB+,5.960487022000007
1638,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,,BBB+,7.531949132999997
1639,CCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,,BBB+,7.167349578899998
1640,CCOC(=O)NC(O)C(Cl)(Cl)Cl,,BBB+,3.1764219982300013
1641,CCOC(=O)NNC(C)c1ccccc1,,BBB+,7.810607836
1642,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,,BBB+,9.549180783999994
1643,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,,BBB-,13.06840588
1644,CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,BBB+,9.512172371
1645,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,,BBB+,13.911961062960009
1646,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,BBB+,9.648729838
1647,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,,BBB-,11.926096979999997
1648,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,,BBB+,15.53777833591999
1649,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,,BBB+,15.570740160000005
1650,CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,,BBB+,12.214569139999996
1651,CCOC(=O)c1cncn1C(C)c1ccccc1,,BBB+,12.37090339
1652,CCOC(N)=O,,BBB+,4.44563245
1653,CCOC(OCC)C(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,,BBB-,38.1111349
1654,CCOC1c2ccccc2C(=O)N(C)c2ccccc21,,BBB+,9.553284927
1655,CCO[C@H]1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,,BBB+,9.165022435959994
1656,CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)C[C@@H](N(C)C)[C@@H]32)C[C@@H]1O,,BBB+,1.6731527961666672
1657,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,,BBB-,12.659924600599995
1658,CCOc1ccccc1OCC1CNCCO1,,BBB+,15.541739230000003
1659,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,,BBB+,11.106225819999995
1660,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,,BBB+,14.758011610000008
1661,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,,BBB+,13.82140041399999
1662,CCS(=O)(=O)c1ccc(F)cc1,,BBB+,8.240278272999992
1663,CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,BBB+,-1.643036226
1664,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,,BBB+,9.969700353959997
1665,CC[C@@H](CO)NCCN[C@@H](CC)CO,,BBB-,13.14053675
1666,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,,BBB+,7.263282649999995
1667,CC[C@@]1(O)C[C@H](OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,,BBB-,38.39455149333333
1668,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1O[C@H]1C[C@H](N(C)C)[C@H](O)[C@H](C)O1)C(=O)c1cccc(O)c1C3=O,,BBB-,39.211795609999996
1669,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,BBB+,6.416662023893333
1670,CC[C@H](NC(=O)c1c(Cn2ccnc2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,BBB-,4.544614983
1671,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,BBB+,3.3248831
1672,CC[C@H](NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,BBB-,6.128630574799997
1673,CC[C@H](NC(=O)c1c(OCCCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,BBB-,4.659123031839998
1674,CC[C@H](NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,BBB+,3.742169602959999
1675,CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccc2C(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,BBB-,5.952573541839996
1676,CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccn2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,BBB-,6.978573977759997
1677,CC[C@H](NC(=O)c1c(OCCNC(=O)[C@@H]2CCCN2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,BBB-,9.493716968879998
1678,CC[C@H]1CC(=O)[C@@H]2Oc3c(OC)ccc4c3[C@@]23CCN(CC2CC2)C(C4)[C@H]13,,BBB+,6.646107326
1679,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,,BBB-,9.083817555879994
1680,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)/C(=N/OC)[C@H](C)[C@@H](O)[C@]1(C)O,,BBB-,38.22470245333333
1681,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,,BBB-,31.84434214333333
1682,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,,BBB-,35.534928003333334
1683,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,,BBB-,38.71105155333333
1684,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,BBB-,36.77804282333334
1685,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,,BBB-,39.056026653333326
1686,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,BBB-,36.77804282333334
1687,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,BBB-,34.48376219333333
1688,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,,BBB-,19.062722372000007
1689,CC[C@]12CCN(CC3(O)CC3)[C@H](Cc3ccc(O)cc31)C2(C)C,,BBB+,2.5334303993000002
1690,CC[N+](C)(C)Cc1ccccc1Br,,BBB-,4.874472309000006
1691,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,,BBB-,7.309493728999996
1692,CCc1c(C)[n+]([NH-])c(-c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc12,,BBB+,11.054710866666658
1693,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,,BBB+,9.196405638333339
1694,CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@H]1C2,,BBB+,6.607149004000002
1695,CCc1c(O)c(=O)ccn1CC,,BBB+,7.514740049999996
1696,CCc1c(O)c(=O)ccn1CCCCO,,BBB-,16.809738850000002
1697,CCc1c(O)c(=O)ccn1CCO,,BBB-,14.953726160000004
1698,CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C,,BBB+,17.50921067
1699,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,,BBB+,18.119059069999988
1700,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,,BBB+,15.014707419999985
1701,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,,BBB+,5.5712656019999995
1702,CCc1ccccc1-n1c(C)nc2ccccc2c1=O,,BBB+,9.434991843
1703,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,,BBB+,15.743881133999992
1704,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,,BBB+,11.271769699959998
1705,CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,,BBB+,8.110703488999997
1706,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,,BBB+,14.454078229999995
1707,CCn1ccc(=O)c(O)c1C,,BBB+,8.48232241
1708,CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,,BBB+,11.820759679999995
1709,CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O,,BBB+,19.189795600000007
1710,CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,,BBB+,14.483908873999999
1711,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,,BBB+,12.277630613999998
1712,CN(C(=O)CNC(=O)[C@@H](N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1,,BBB+,13.231223709999995
1713,CN(C(=O)CNC1CC1)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,,BBB+,6.330012329999999
