num,smiles,logBB,BBB+/BBB-
1836,CN1CCC2=C(CC1)c1ccccc1N(C)c1ccccc12,,BBB+
1837,CN1CCC2=C(CC1)c1ccccc1Oc1ccccc12,,BBB+
1838,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,,BBB+
1839,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,BBB+
1840,CN1CCCc2cccc(OCC3CNCCO3)c21,,BBB+
1841,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,,BBB+
1842,CN1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,,BBB+
1843,CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,,BBB+
1844,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,BBB+
1845,CN1CCN(C2=Cc3cc(Cl)ccc3/C(=C\C#N)c3ccccc32)CC1,,BBB+
1846,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,BBB+
1847,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,,BBB+
1848,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,,BBB+
1849,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,,BBB+
1850,CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1,,BBB+
1851,CN1CCN(C2=Nc3cscc3/C(=C/C#N)c3cscc32)CC1,,BBB+
1852,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,,BBB+
1853,CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)CC1,,BBB+
1854,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,,BBB+
1855,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,BBB+
1856,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,BBB+
1857,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,,BBB+
1858,CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O,,BBB+
1859,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,,BBB-
1860,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,,BBB-
1861,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,,BBB+
1862,CN1CCN(c2ccccc2Cc2ccccc2)CC1,,BBB+
1863,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,,BBB+
1864,CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1,,BBB+
1865,CN1CCN2c3ccccc3Cn3cccc3C2C1,,BBB+
1866,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,,BBB+
1867,CN1CCOC(c2ccccc2)c2ccccc2C1,,BBB+
1868,CN1CC[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@H]2C1,,BBB+
1869,CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12,,BBB+
1870,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,,BBB+
1871,CN1CC[C@]23NC(=O)CC(c4cc(Cl)ccc4O2)C3C1,,BBB+
1872,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,,BBB+
1873,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,,BBB+
1874,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(O)C=C[C@H]3[C@H]1C5,,BBB+
1875,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,,BBB+
1876,CN1CC[C@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5,,BBB+
1877,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cc(Br)cc3c2OCC3)C1,,BBB+
1878,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cccc3c2OCC3)C1,,BBB+
1879,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,,BBB+
1880,CN1C[C@@H](CC#N)CC2c3cccc4[nH]cc(c34)C[C@H]21,,BBB+
1881,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,,BBB+
1882,CN1C[C@@H]2[C@@H](Cc3ccc(Cl)cc3[C@H]2c2ccccc2)C1,,BBB+
1883,CN1C[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@@H]2C1,,BBB+
1884,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,,BBB-
1885,CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,,BBB+
1886,CN1Cc2c(N)cccc2C(c2ccccc2)C1,,BBB+
1887,CN1[C@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,,BBB+
1888,CN1[C@H]2CC[C@@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,,BBB+
1889,CN1[C@H]2CC[C@@H]1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,,BBB+
1890,CN1c2cc(F)ccc2C(c2ccccc2)=NCC1CNC(=O)c1ccoc1,,BBB+
1891,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,,BBB+
1892,CN1c2ccccc2C(c2ccccc2Cl)=NCC1(Cl)CO,,BBB+
1893,CN1c2ccccc2C(c2ccccc2F)=NCC1CNC(=O)c1ccsc1,,BBB+
1894,CN=C(Cc1ccc2ccccc2c1)NC,,BBB+
1895,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,,BBB+
1896,CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,,BBB+
1897,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(O)cc1,,BBB-
1898,CNC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1,,BBB+
1899,CNC(=O)NC(O)C(Cl)(Cl)Cl,,BBB+
1900,CNC(=O)O[C@H]1OC(=O)[C@]2(C)[C@@H]3C=C[C@@H](C3)[C@H]12,,BBB+
1901,CNC(C)C(=O)c1ccc(OC)cc1,,BBB-
1902,CNC(C)C(O)c1ccc(O)cc1,,BBB-
1903,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,,BBB-
1904,CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,,BBB+
1905,CNC1(c2ccccc2Cl)CCCCC1=O,,BBB+
1906,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,,BBB-
1907,CNC1CCC(c2ccccc2)c2ccccc21,,BBB+
1908,CNC1CCN2c3ccccc3CCc3cccc1c32,,BBB+
1909,CNC1CCc2ncsc2C1,,BBB+
1910,CNC1Cc2ccccc2N(C)c2ccccc21,,BBB+
1911,CNCC(O)c1ccc(O)c(O)c1,,BBB-
1912,CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1,,BBB-
1913,CNCC12CCC(c3ccccc31)c1ccccc12,,BBB+
1914,CNCCC(Oc1cccc2ccccc12)c1cccs1,,BBB+
1915,CNCCC(Oc1ccccc1OC)c1ccccc1,,BBB+
1916,CNCCC=C1c2ccccc2C(C)(C)c2ccccc21,,BBB+
1917,CNCCC=C1c2ccccc2C2CC2c2ccccc21,,BBB+
1918,CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21,,BBB+
1919,CNCCCC1(C)CN(c2ccccc2)c2ccccc21,,BBB+
1920,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,,BBB+
1921,CNCCCC1c2ccccc2C=Cc2ccccc21,,BBB+
1922,CNCCCCOc1ccccc1Cc1ccccc1,,BBB+
1923,CNCCCN1Cc2ccccc2Cc2ccccc21,,BBB+
1924,CNCCCN1c2ccccc2C(C)(C)c2ccccc21,,BBB+
1925,CNCCOC(c1ccccc1)c1ccccc1C,,BBB+
1926,CNCCON=c1c2ccccc2ccc2ccccc12,,BBB+
1927,CNCCSC1=Cc2cc(F)ccc2Oc2ccccc21,,BBB+
1928,CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,,BBB-
1929,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,,BBB+
1930,CNC[C@@H]1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1,,BBB+
1931,CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,,BBB+
1932,CNC[C@H](O)c1ccc(O)c(O)c1,,BBB-
1933,CNO.Cc1oc(C(C)(C)N(C(C)(C)N)C(C)(C)N)c(C)c1C,,BBB+
1934,CN[C@@H](C)[C@H](O)c1ccccc1,,BBB-
1935,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,BBB+
1936,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,,BBB-
1937,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O,,BBB-
1938,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,,BBB-
1939,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3N=C(N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,,BBB-
1940,CN[C@H](CC(C)C)C(=O)NC1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,,BBB-
1941,CNc1cc(OC)c(C(=O)N[C@@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl,,BBB+
1942,CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1,,BBB+
1943,CO/N=C(/C(=O)NC1C(=O)N(OCC(=O)O)[C@H]1C)c1csc(N)n1,,BBB-
1944,CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,,BBB-
1945,CO/N=C(/C(=O)N[C@@H]1C(=O)N(OCC(=O)OCC(=O)OC(C)(C)C)[C@H]1C)c1csc(N)n1,,BBB-
1946,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C/Sc3n[nH]c(=O)c(=O)n3CC=O)CS[C@H]12)c1csc(N)n1,,BBB-
1947,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,,BBB-
1948,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1ccco1,,BBB-
1949,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)C[S+]([O-])[C@H]12)c1csc(N)n1,,BBB-
1950,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,,BBB+
1951,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1,,BBB-
1952,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,,BBB-
1953,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,,BBB+
1954,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,,BBB-
1955,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,,BBB-
1956,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,,BBB-
1957,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,,BBB-
1958,CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1,,BBB+
1959,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,,BBB-
1960,CO/N=C\C1=CCCN(C)C1,,BBB+
1961,COC(=O)C1=CCCN(C)C1,,BBB+
1962,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC,,BBB+
1963,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,,BBB+
1964,COC(=O)[C@@]1(O)CC[C@H]2C3CCC(=O)C4C(=O)C=CC4(C)[C@H]3C(O)CC21C,,BBB+
1965,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,,BBB-
1966,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,BBB+
1967,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,BBB+
1968,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,BBB+
1969,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,BBB+
1970,COC(=O)c1ccc(C(=O)OC)cc1,,BBB+
1971,COC(=O)c1cncn1C(C)c1ccccc1,,BBB+
1972,COC(C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(Cl)c(Cl)c1,,BBB-
1973,COC(F)(F)C(F)Br,,BBB+
1974,COC(OC)C(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,,BBB+
1975,COC1(F)C(F)(F)C1(F)Cl,,BBB+
1976,COC12C=CC3(CC1C(C)(C)O)[C@@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@@H]2O5,,BBB+
1977,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3C=CCC=C3)C2SC1,,BBB-
1978,COC1=CC(=O)OC1C(O)c1ccccc1Cl,,BBB+
1979,COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,,BBB+
1980,COC1C(O)CC(=O)OC(C)C/C=C/C=C/C(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,,BBB-
1981,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,BBB-
1982,COC1CC(O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](OC3OC(C)CC(N(C)C)C3O)[C@H]2C)OC(C)C1O,,BBB-
1983,COC1CCCC2C1=C(C(=O)O)N1C(=O)C(C(C)O)C21,,BBB-
1984,COCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1,,BBB+
1985,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,,BBB-
1986,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1,,BBB-
1987,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/OC)c3csc(N)n3)[C@H]2SC1,,BBB-
1988,COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1,,BBB+
1989,COCC1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1C,,BBB+
1990,COCCCC(=O)OC(C)OC(=O)C1=C(COC(N)=O)CS[C@@H]2[C@H](NC(=O)/C(=N/OC)c3ccco3)C(=O)N12,,BBB-
1991,COCCCC/C(=N/OCCN)c1ccc(Cl)cc1,,BBB+
1992,COCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,,BBB+
1993,COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,,BBB+
1994,COCOC(=O)C1N2C(=O)C(N3C(=O)C(c4ccc(O)cc4)NC3(C)C)C2SC1(C)C,,BBB-
1995,COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccccc4)NC3(C)C)[C@H]2SC1(C)C,,BBB-
1996,COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1,,BBB+
1997,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,,BBB+
1998,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,,BBB+
1999,CON=C(C#N)C1CN2CCC1CC2,,BBB+
2000,CO[C@@H]1O[C@H]2O[C@]3(CN4CCCCC4)[C@@H](O)C[C@@H]([C@H]13)[C@H]2C,,BBB+
2001,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,,BBB-
2002,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,,BBB-
2003,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,,BBB-
2004,CO[C@@]1(NC(=O)C(C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21,,BBB-
2005,CO[C@@]1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,,BBB-
2006,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,,BBB-
2007,CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,,BBB-
2008,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,,BBB-
2009,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,,BBB+
2010,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,BBB-
2011,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,BBB-
2012,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,BBB-
2013,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,BBB-
2014,CO[C@H]1CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,BBB+
2015,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,,BBB-
2016,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H](C(C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,,BBB-
2017,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,,BBB+
2018,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,,BBB+
2019,COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(OC)c1OC,,BBB+
2020,COc1cc(/C=C/C(N)=O)cc(OC)c1OC,,BBB+
2021,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,,BBB+
2022,COc1cc(C(=O)/C=C/N2CC=CC2)cc(OC)c1OC,,BBB+
2023,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,,BBB+
2024,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,,BBB+
2025,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC,,BBB+
2026,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,,BBB+
2027,COc1cc(CCN)cc(OC)c1OC,,BBB+
2028,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC3OC5COC(c6cccs6)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,BBB+
2029,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,,BBB-
2030,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,,BBB+
2031,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4OC)CC3)c2cc1OC,,BBB+
2032,COc1cc2c(c(CN[C@@H]3CCCN[C@H]3c3ccccc3)c1)OCC2,,BBB+
2033,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,,BBB-
2034,COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2,,BBB+
2035,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2,,BBB+
2036,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,,BBB+
2037,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,,BBB+
2038,COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2,,BBB+
2039,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,,BBB+
2040,COc1cc2oc(=O)c(C)c(C)c2cc1OCCCN1CCN(c2ccccc2OC)CC1,,BBB+
2041,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,,BBB-
2042,COc1ccc(C#N)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,,BBB+
2043,COc1ccc(C(=O)N2CCCC2=O)cc1,,BBB+
2044,COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,,BBB+
2045,COc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,,BBB-
2046,COc1ccc(CCN2CCN(c3cccc(Cl)c3)CC2)cc1OC,,BBB+
2047,COc1ccc(C[C@H](N)C(=O)NC2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,,BBB-
2048,COc1ccc(Cl)c2c1CCCC2N(C)C,,BBB+
2049,COc1ccc(Cn2c(C)c(CCN)c3cc(O)ccc32)cc1,,BBB+
2050,COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,,BBB+
2051,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1,,BBB+
