num,smiles,logBB,BBB+/BBB-,predicted_energy
2026,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,,BBB+,16.170997619628906
2027,COc1cc(CCN)cc(OC)c1OC,,BBB+,16.256927490234375
2028,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC3OC5COC(c6cccs6)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,BBB+,35.54450988769531
2029,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,,BBB-,38.19752883911133
2030,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,,BBB+,18.230918884277344
2031,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4OC)CC3)c2cc1OC,,BBB+,23.726829528808594
2032,COc1cc2c(c(CN[C@@H]3CCCN[C@H]3c3ccccc3)c1)OCC2,,BBB+,10.230457305908203
2033,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,,BBB-,21.47534942626953
2034,COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2,,BBB+,10.818440437316895
2035,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2,,BBB+,8.001593589782715
2036,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,,BBB+,12.663375854492188
2037,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,,BBB+,22.391799926757812
2038,COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2,,BBB+,10.182774543762207
2039,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,,BBB+,11.13292121887207
2040,COc1cc2oc(=O)c(C)c(C)c2cc1OCCCN1CCN(c2ccccc2OC)CC1,,BBB+,24.020896911621094
2041,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,,BBB-,42.016746520996094
2042,COc1ccc(C#N)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,,BBB+,13.707430839538574
2043,COc1ccc(C(=O)N2CCCC2=O)cc1,,BBB+,10.458852767944336
2044,COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,,BBB+,13.693686485290527
2045,COc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,,BBB-,23.00818634033203
2046,COc1ccc(CCN2CCN(c3cccc(Cl)c3)CC2)cc1OC,,BBB+,15.431777954101562
2047,COc1ccc(C[C@H](N)C(=O)NC2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,,BBB-,36.18963623046875
2048,COc1ccc(Cl)c2c1CCCC2N(C)C,,BBB+,7.944618225097656
2049,COc1ccc(Cn2c(C)c(CCN)c3cc(O)ccc32)cc1,,BBB+,9.62195873260498
2050,COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,,BBB+,24.952564239501953
2051,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1,,BBB+,9.494505882263184
2052,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,,BBB+,17.069801330566406
2053,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,,BBB+,12.60414981842041
2054,COc1ccc([C@H](O)CN2CCN(c3cccccc3=O)CC2)cc1OC,,BBB+,21.361610412597656
2055,COc1ccc2c(C3CCN(CCCC(=O)c4ccc(F)cc4)CC3)c(C)[nH]c2c1,,BBB+,8.162066459655762
2056,COc1ccc2c(c1)/C(=C/CCN(C)C)c1ccccc1O2,,BBB+,10.660922050476074
2057,COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2,,BBB+,15.824411392211914
2058,COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,,BBB+,7.367759704589844
2059,COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1,,BBB+,5.208285331726074
2060,COc1ccc2c(c1)N(CC(C)CN1CCC(O)CC1)c1ccccc1S2,,BBB+,11.987696647644043
2061,COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,BBB+,9.05428695678711
2062,COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,,BBB+,12.090188026428223
2063,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,,BBB+,11.2692289352417
2064,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,,BBB+,16.529491424560547
2065,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,,BBB+,29.21393585205078
2066,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,,BBB+,16.189035415649414
2067,COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,,BBB+,10.938554763793945
2068,COc1ccc2c3c1OC1C(OC(=O)c4cccnc4)CCC4C(C2)N(C)CCC341,,BBB+,17.930959701538086
2069,COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,,BBB+,15.291205406188965
2070,COc1cccc(C(=O)NC2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1OC,,BBB+,11.943914413452148
2071,COc1cccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)c1,,BBB-,22.997520446777344
2072,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,,BBB-,19.9571475982666
2073,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,,BBB-,20.92275619506836
2074,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,BBB-,25.31178092956543
2075,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@H]2CCCCO2)[C@H](C)O1,,BBB-,31.554912567138672
2076,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1,,BBB-,30.93647003173828
2077,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,BBB-,26.650772094726562
2078,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@H]3OC1CC(N)CC(C)O1,,BBB-,26.039875030517578
2079,COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1,,BBB+,34.396690368652344
2080,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,,BBB+,12.265262603759766
2081,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,,BBB+,12.265260696411133
2082,COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1,,BBB+,17.595291137695312
2083,COc1ccccc1OCC(O)COC(N)=O,,BBB+,17.073604583740234
2084,COc1ccccc1OCC1CNC(=O)O1,,BBB+,16.049942016601562
2085,COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,,BBB+,17.820945739746094
2086,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,BBB+,7.732182025909424
2087,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,,BBB+,7.9720377922058105
2088,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,,BBB+,10.57305908203125
2089,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,,BBB+,10.65434741973877
2090,CSC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,BBB+,0.33618927001953125
2091,CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,,BBB+,2.459981918334961
2092,CSCC[C@H](NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,,BBB+,11.601956367492676
2093,CSc1c(Cl)nc(NC(C)C)nc1N1CCN(C)CC1,,BBB+,18.671215057373047
2094,CSc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,,BBB-,16.75370979309082
2095,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,,BBB+,3.2654809951782227
2096,CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,,BBB+,4.974516868591309
2097,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,,BBB-,23.1109561920166
2098,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@H]12,,BBB-,17.996431350708008
2099,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CC[S+]([O-])C3)S[C@H]12,,BBB-,11.511502265930176
2100,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,,BBB-,15.124356269836426
2101,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(O)C(=O)CO,,BBB+,-0.18609333038330078
2102,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)CO,,BBB+,0.7006826400756836
2103,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,,BBB+,0.5117816925048828
2104,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO,,BBB+,0.8897800445556641
2105,C[C@@H]1CC2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,BBB+,3.594712257385254
2106,C[C@@H]1CN2CC(=O)Nc3ccc(Cl)cc3[C@]2(c2ccccc2)O1,,BBB+,7.2888689041137695
2107,C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,,BBB+,3.544743537902832
2108,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,,BBB+,0.6168050765991211
2109,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(C)C(=O)CO,,BBB+,0.01800537109375
2110,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,,BBB+,0.7467498779296875
2111,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](F)C[C@]2(C)[C@H]1C(=O)CO,,BBB+,-2.5321712493896484
2112,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,BBB+,3.733336925506592
2113,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,,BBB+,0.7011880874633789
2114,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,BBB+,3.720137596130371
2115,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,,BBB+,0.8830156326293945
2116,C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,,BBB+,6.372992515563965
2117,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C\C=C/C=C\C=C/C=C\C=C/C=C\[C@H](C)[C@@H](O)[C@H]1C)O2,,BBB-,32.47936248779297
2118,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,,BBB-,10.255171775817871
2119,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,,BBB-,0.4012613296508789
2120,C[C@H](N)C(=O)c1ccccc1,,BBB+,2.675387382507324
2121,C[C@H](N)Cc1ccccc1,,BBB+,-0.5356273651123047
2122,C[C@H](N)[C@H](O)c1cccc(O)c1,,BBB-,6.151956081390381
2123,C[C@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)C12,,BBB-,20.72730255126953
2124,C[C@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,,BBB-,16.210554122924805
2125,C[C@H]1CCCC[C@@]1(c1cccs1)N1CCCCC1,,BBB+,-1.3756437301635742
2126,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,,BBB+,0.8010950088500977
2127,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,,BBB+,1.9865474700927734
2128,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,,BBB+,3.569103240966797
2129,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,,BBB+,8.361349105834961
2130,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,BBB-,26.35302734375
2131,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,BBB-,29.84246063232422
2132,C[C@H]1[C@H](NC(=O)/C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,,BBB-,23.857412338256836
2133,C[C@H]1[C@H](c2ccccc2)OCCN1C,,BBB+,7.424140930175781
2134,C[C@H]1c2ccccc2[C@@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21,,BBB+,-2.535170555114746
2135,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,,BBB-,19.791767120361328
2136,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,BBB-,-4.160488128662109
2137,C[C@]12C=C(Br)C(=O)C=C1[C@H](F)C[C@H]1[C@@H]3CCC(O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F,,BBB+,4.5973219871521
2138,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,,BBB-,4.681101322174072
2139,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,,BBB-,-2.7432098388671875
2140,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,,BBB-,-2.7432098388671875
2141,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2,,BBB-,-0.35453319549560547
2142,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,BBB-,-0.7183542251586914
2143,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1Cc3ccccc3C[C@]12C(=O)CO,,BBB+,-4.059966087341309
2144,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,,BBB+,7.912764072418213
2145,C[C@]12C[C@H](O)[C@H]3[C@@H](C=C(Cl)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,BBB+,4.292613983154297
2146,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,,BBB+,9.040590286254883
2147,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,,BBB-,1.4289226531982422
2148,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,,BBB+,9.04058837890625
2149,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CS,,BBB+,1.0680818557739258
2150,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,BBB+,4.498742580413818
2151,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,BBB-,-2.552384376525879
2152,C[N+](C)(C)CCO,,BBB+,13.575456619262695
2153,C[N+](C)([O-])CC/C=C1/c2ccccc2C=Cc2c(Cl)cccc21,,BBB+,-1.4409704208374023
2154,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,,BBB+,-1.3793277740478516
2155,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,,BBB+,6.145500183105469
2156,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,,BBB-,9.911469459533691
2157,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,,BBB-,8.566549301147461
2158,C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,,BBB+,9.315338134765625
2159,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,,BBB-,7.2532267570495605
2160,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,BBB+,27.508392333984375
2161,Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,,BBB+,7.5289106369018555
2162,Cc1[nH]nc2c1N(c1ccccc1)C(=O)CC(=O)N2C,,BBB+,14.188090324401855
2163,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,,BBB+,-8.082118034362793
2164,Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,,BBB+,8.198020935058594
2165,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,,BBB-,15.79094123840332
2166,Cc1c(O)c(=O)ccn1CCCO,,BBB-,14.083015441894531
2167,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,,BBB-,6.228760719299316
2168,Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1,,BBB+,10.437137603759766
2169,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,,BBB-,61.88777160644531
2170,Cc1cc(-c2ccc(O)cc2)nnc1NCCN1CCOCC1,,BBB+,16.123411178588867
2171,Cc1cc(=O)c(C(=O)N[C@@H](C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,,BBB-,29.516719818115234
2172,Cc1cc(=O)oc2cc(O)ccc12,,BBB-,5.833332538604736
2173,Cc1cc(Br)cc(C(N)=O)c1O,,BBB+,4.593145847320557
2174,Cc1cc(C(=O)NNCc2ccccc2)no1,,BBB+,7.9106597900390625
2175,Cc1cc(C(C)(C)SC(C)(C)CNc2[nH]ccc2[N+](=O)[O-])nc(C)c1C,,BBB+,7.114095211029053
2176,Cc1cc(C)c(=O)[nH]n1,,BBB+,5.691506385803223
2177,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,,BBB+,9.270929336547852
2178,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1,,BBB+,11.670233726501465
2179,Cc1cc(N(C)C)ccc1C[C@H](C)N,,BBB+,5.624880313873291
2180,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,,BBB-,15.623029708862305
2181,Cc1cc(NC(=O)c2c(C)cccc2C)no1,,BBB+,5.007498741149902
2182,Cc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1,,BBB+,13.44291877746582
2183,Cc1ccc(C(C)C)c(OCC2=NCCN2)c1,,BBB-,6.420498847961426
2184,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,,BBB+,2.211915969848633
2185,Cc1ccc(CC2=CN=C(NCCSCc3ccc(CN(C)C)o3)NC2)cn1,,BBB-,20.526748657226562
2186,Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1,,BBB+,1.9900751113891602
2187,Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1,,BBB+,2.5418787002563477
2188,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,,BBB-,6.469708442687988
2189,Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2,,BBB+,7.329251289367676
2190,Cc1ccc2c(c1)C1CN(C)CCC1N2,,BBB+,6.4648003578186035
2191,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,BBB+,-1.7639141082763672
2192,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,,BBB+,3.484098434448242
2193,Cc1cccc(/C=N\N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1,,BBB+,5.509462833404541
2194,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,,BBB+,7.245828628540039
2195,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,,BBB+,0.9500770568847656
2196,Cc1cccc(C)c1NC1=NCCCS1,,BBB+,2.4158358573913574
2197,Cc1cccc(Cc2cnc[nH]2)c1C,,BBB+,2.773406505584717
2198,Cc1cccc(Cl)c1NC(=O)/C=C1\SCC(=O)N1C,,BBB+,8.139545440673828
2199,Cc1cccc(N2CC(CO)OC2=O)c1,,BBB+,9.279047012329102
2200,Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1,,BBB+,11.034658432006836
2201,Cc1cccc(O[C@H]2CCNC[C@H]2O)c1C,,BBB+,7.9068708419799805
2202,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@H]21,,BBB+,6.664678573608398
2203,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCNC[C@H]21,,BBB+,4.418314456939697
2204,Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O,,BBB+,3.918999671936035
2205,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,,BBB+,3.150174140930176
2206,Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,,BBB+,13.084976196289062
2207,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,,BBB+,10.04372787475586
2208,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,,BBB+,0.34319019317626953
2209,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,,BBB+,15.561912536621094
2210,Cc1cn[o+]c(C([NH])CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N)c1O,,BBB+,11.574124336242676
2211,Cc1cnn(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,,BBB-,13.467916488647461
2212,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,,BBB+,4.893125057220459
2213,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,,BBB+,12.378069877624512
2214,Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,,BBB+,3.739720344543457
2215,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,,BBB+,11.419431686401367
2216,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O,,BBB+,16.282121658325195
2217,Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1ccccc1C2,,BBB+,18.35791015625
2218,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,,BBB+,14.36032485961914
2219,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,,BBB+,15.173276901245117
2220,Cc1nccc2c1[nH]c1ccccc12,,BBB+,4.041293144226074
2221,Cc1nccn1C(C)c1ccccc1,,BBB+,5.097431182861328
2222,Cc1nccnc1N1CCCCC1,,BBB+,11.553384780883789
2223,Cc1ncsc1CCCl,,BBB+,3.4224090576171875
